map,tier,hero,delta_wr,delta_pr,presence,archetype,rank_comparison,sample_size
paraiso,S,mercy,5.12,1.45,Popular (+1.5%),Favorable,Better in GM+,8
paraiso,D,mizuki,-7.66,-2.18,Niche (-2.2%),Deterrent,Better in Masters,8
paraiso,B,moira,-0.88,-0.99,Standard (-1.0%),Neutral,Even Across Ranks,8
paraiso,S,orisa,4.69,-2.4,Niche (-2.4%),Specialist,Better in GM+,8
paraiso,B,pharah,-0.56,-0.47,Standard (-0.5%),Neutral,Better in GM+,8
paraiso,B,ramattra,1.0,-2.13,Niche (-2.1%),Neutral,Better in GM+,7
paraiso,D,reaper,-5.15,-0.89,Standard (-0.9%),Deterrent,Better in Masters,8
paraiso,D,reinhardt,-6.04,-1.04,Niche (-1.0%),Deterrent,Better in Masters,8
paraiso,B,roadhog,1.16,0.8,Standard (+0.8%),Neutral,Better in GM+,8
paraiso,B,shion,-0.05,-3.76,Niche (-3.8%),Neutral,Even Across Ranks,8
paraiso,B,sierra,0.56,0.09,Standard (+0.1%),Neutral,Better in Masters,6
paraiso,D,sigma,-3.66,-0.18,Standard (-0.2%),Deterrent,Even Across Ranks,8
paraiso,B,sojourn,-1.19,-4.65,Niche (-4.7%),Neutral,Better in Masters,8
paraiso,D,soldier76,-5.53,-0.83,Standard (-0.8%),Deterrent,Better in Masters,8
paraiso,D,sombra,-6.33,-0.14,Standard (-0.1%),Deterrent,Even Across Ranks,7
paraiso,A,symmetra,1.49,-0.47,Standard (-0.5%),Favorable,Even Across Ranks,8
paraiso,C,torbjorn,-2.63,0.75,Standard (+0.7%),Unfavorable,Better in GM+,8
paraiso,B,tracer,0.06,-3.66,Niche (-3.7%),Neutral,Better in GM+,8
paraiso,C,vendetta,-2.74,-0.09,Standard (-0.1%),Deterrent,Better in GM+,8
paraiso,C,venture,-1.67,-0.45,Standard (-0.5%),Deterrent,Better in Masters,8
paraiso,B,widowmaker,0.98,2.08,Popular (+2.1%),Neutral,Better in GM+,8
paraiso,S,winston,3.01,3.82,Map Priority (+3.8%),Meta,Better in GM+,8
paraiso,D,wreckingball,-9.1,-0.75,Standard (-0.8%),Deterrent,Even Across Ranks,8
paraiso,C,wuyang,-2.44,-1.96,Niche (-2.0%),Deterrent,Better in Masters,8
paraiso,D,zarya,-5.03,-1.26,Niche (-1.3%),Deterrent,Better in Masters,8
paraiso,C,zenyatta,-1.39,-0.87,Standard (-0.9%),Unfavorable,Even Across Ranks,8
rialto,A,ana,1.31,10.75,Map Priority (+10.8%),Favorable,Better in Masters,44
rialto,B,anran,-0.3,-0.82,Standard (-0.8%),Neutral,Even Across Ranks,43
rialto,B,ashe,-0.52,4.84,Map Priority (+4.8%),Neutral,Even Across Ranks,44
rialto,B,baptiste,0.76,0.65,Standard (+0.7%),Neutral,Even Across Ranks,44
rialto,A,bastion,2.99,0.8,Standard (+0.8%),Favorable,Better in GM+,42
rialto,A,brigitte,2.18,-1.79,Niche (-1.8%),Specialist,Better in GM+,44
rialto,C,cassidy,-1.73,-6.96,Niche (-7.0%),Deterrent,Even Across Ranks,44
rialto,C,dmon,-1.23,-0.96,Standard (-1.0%),Unfavorable,Better in GM+,8
rialto,C,domina,-1.53,0.32,Standard (+0.3%),Unfavorable,Better in GM+,43
rialto,B,doomfist,-0.59,-0.05,Standard (-0.0%),Neutral,Even Across Ranks,44
rialto,B,dva,0.17,1.47,Popular (+1.5%),Neutral,Even Across Ranks,43
rialto,B,echo,0.8,3.11,Map Priority (+3.1%),Neutral,Even Across Ranks,44
rialto,A,emre,2.25,1.68,Popular (+1.7%),Meta,Better in GM+,44
rialto,A,freja,1.35,0.61,Standard (+0.6%),Favorable,Better in GM+,44
rialto,B,genji,1.11,-0.58,Standard (-0.6%),Neutral,Even Across Ranks,44
rialto,B,hanzo,0.21,1.54,Popular (+1.5%),Neutral,Better in Masters,44
rialto,B,hazard,0.42,0.18,Standard (+0.2%),Neutral,Even Across Ranks,43
rialto,A,illari,1.6,3.51,Map Priority (+3.5%),Meta,Even Across Ranks,44
rialto,C,jetpackcat,-1.23,0.67,Standard (+0.7%),Unfavorable,Better in GM+,43
rialto,B,junkerqueen,-0.78,-0.93,Standard (-0.9%),Neutral,Even Across Ranks,38
rialto,C,junkrat,-1.78,-0.02,Standard (-0.0%),Deterrent,Even Across Ranks,43
rialto,C,juno,-2.5,-1.78,Niche (-1.8%),Deterrent,Even Across Ranks,43
rialto,B,kiriko,-0.52,-6.52,Niche (-6.5%),Neutral,Even Across Ranks,44
rialto,B,lifeweaver,-0.25,0.94,Standard (+0.9%),Neutral,Even Across Ranks,42
rialto,D,lucio,-5.82,-4.29,Niche (-4.3%),Deterrent,Even Across Ranks,42
rialto,C,mauga,-1.42,-1.28,Niche (-1.3%),Unfavorable,Even Across Ranks,42
rialto,B,mei,0.5,0.33,Standard (+0.3%),Neutral,Better in Masters,43
rialto,B,mercy,-0.05,1.33,Popular (+1.3%),Neutral,Even Across Ranks,43
rialto,B,mizuki,-1.11,-2.7,Niche (-2.7%),Neutral,Even Across Ranks,43
rialto,C,moira,-1.22,-2.29,Niche (-2.3%),Unfavorable,Better in GM+,43
rialto,B,orisa,0.1,0.25,Standard (+0.3%),Neutral,Better in Masters,44
rialto,A,pharah,1.92,1.88,Popular (+1.9%),Meta,Even Across Ranks,44
rialto,B,ramattra,0.04,-0.52,Standard (-0.5%),Neutral,Better in GM+,42
rialto,B,reaper,0.32,-2.07,Niche (-2.1%),Neutral,Even Across Ranks,44
rialto,C,reinhardt,-1.32,0.25,Standard (+0.2%),Unfavorable,Better in Masters,43
rialto,A,roadhog,1.5,0.71,Standard (+0.7%),Favorable,Even Across Ranks,43
rialto,B,shion,0.37,-5.47,Niche (-5.5%),Neutral,Even Across Ranks,20
rialto,B,sierra,-0.43,0.34,Standard (+0.3%),Neutral,Even Across Ranks,29
rialto,A,sigma,2.24,1.66,Popular (+1.7%),Meta,Even Across Ranks,44
rialto,C,sojourn,-1.26,-1.67,Niche (-1.7%),Unfavorable,Better in Masters,44
rialto,C,soldier76,-2.61,-1.46,Niche (-1.5%),Deterrent,Even Across Ranks,43
rialto,C,sombra,-1.44,-0.28,Standard (-0.3%),Unfavorable,Even Across Ranks,40
rialto,B,symmetra,-1.17,-0.52,Standard (-0.5%),Neutral,Even Across Ranks,43
rialto,C,torbjorn,-2.59,0.31,Standard (+0.3%),Unfavorable,Even Across Ranks,42
rialto,C,tracer,-1.43,-4.86,Niche (-4.9%),Unfavorable,Better in Masters,44
rialto,B,vendetta,-0.5,-0.51,Standard (-0.5%),Neutral,Better in GM+,38
rialto,C,venture,-1.54,-0.37,Standard (-0.4%),Deterrent,Better in Masters,43
rialto,A,widowmaker,2.37,7.16,Map Priority (+7.2%),Meta,Even Across Ranks,44
rialto,B,winston,0.66,0.77,Standard (+0.8%),Neutral,Even Across Ranks,43
rialto,C,wreckingball,-2.67,-1.09,Niche (-1.1%),Deterrent,Even Across Ranks,43
rialto,B,wuyang,1.06,-1.14,Niche (-1.1%),Neutral,Better in GM+,44
rialto,A,zarya,1.34,-0.68,Standard (-0.7%),Favorable,Better in GM+,43
rialto,C,zenyatta,-1.28,3.27,Map Priority (+3.3%),Unfavorable,Even Across Ranks,44
route-66,A,ana,2.23,7.39,Map Priority (+7.4%),Meta,Even Across Ranks,44
route-66,C,anran,-1.21,-0.51,Standard (-0.5%),Unfavorable,Even Across Ranks,42
route-66,B,ashe,0.95,5.57,Map Priority (+5.6%),Neutral,Even Across Ranks,44
route-66,A,baptiste,2.3,1.3,Popular (+1.3%),Favorable,Even Across Ranks,44
route-66,D,bastion,-4.9,0.54,Standard (+0.5%),Unfavorable,Better in Masters,44
route-66,B,brigitte,0.21,0.04,Standard (+0.0%),Neutral,Even Across Ranks,42
route-66,A,cassidy,1.28,-2.63,Niche (-2.6%),Favorable,Better in GM+,44
route-66,B,dmon,0.54,-1.68,Niche (-1.7%),Neutral,Better in GM+,8
route-66,C,domina,-1.3,-0.07,Standard (-0.1%),Unfavorable,Even Across Ranks,43
route-66,A,doomfist,1.79,-0.93,Standard (-0.9%),Specialist,Better in GM+,43
route-66,A,dva,1.98,0.95,Standard (+0.9%),Favorable,Better in Masters,44
route-66,C,echo,-2.06,-0.17,Standard (-0.2%),Deterrent,Better in Masters,44
route-66,B,emre,-0.42,2.3,Popular (+2.3%),Neutral,Better in GM+,44
route-66,B,freja,0.45,1.47,Popular (+1.5%),Neutral,Even Across Ranks,44
route-66,B,genji,-0.47,1.54,Popular (+1.5%),Neutral,Even Across Ranks,44
route-66,A,hanzo,1.44,1.47,Popular (+1.5%),Favorable,Better in Masters,43
route-66,B,hazard,0.75,0.36,Standard (+0.4%),Neutral,Better in Masters,43
route-66,B,illari,0.25,3.38,Map Priority (+3.4%),Neutral,Even Across Ranks,44
route-66,C,jetpackcat,-1.25,-1.01,Niche (-1.0%),Unfavorable,Even Across Ranks,44
route-66,D,junkerqueen,-3.26,-0.87,Standard (-0.9%),Deterrent,Better in Masters,37
route-66,B,junkrat,-0.46,-0.02,Standard (-0.0%),Neutral,Even Across Ranks,41
route-66,B,juno,0.7,-0.66,Standard (-0.7%),Neutral,Better in GM+,42
route-66,D,kiriko,-3.35,-5.74,Niche (-5.7%),Deterrent,Better in Masters,44
route-66,A,lifeweaver,1.39,1.25,Popular (+1.2%),Favorable,Even Across Ranks,41
route-66,D,lucio,-5.97,-4.27,Niche (-4.3%),Deterrent,Even Across Ranks,42
route-66,A,mauga,2.79,-1.4,Niche (-1.4%),Specialist,Better in GM+,43
route-66,C,mei,-1.67,0.11,Standard (+0.1%),Unfavorable,Better in Masters,44
route-66,S,mercy,4.32,2.77,Popular (+2.8%),Meta,Better in GM+,44
route-66,D,mizuki,-3.31,-1.97,Niche (-2.0%),Deterrent,Better in Masters,44
route-66,D,moira,-4.05,-2.07,Niche (-2.1%),Deterrent,Better in Masters,44
route-66,D,orisa,-3.04,-1.63,Niche (-1.6%),Deterrent,Even Across Ranks,43
route-66,B,pharah,-0.92,-1.31,Niche (-1.3%),Neutral,Better in Masters,43
route-66,C,ramattra,-2.45,-1.45,Niche (-1.4%),Deterrent,Better in Masters,40
route-66,D,reaper,-3.94,-1.31,Niche (-1.3%),Deterrent,Better in Masters,44
route-66,D,reinhardt,-4.24,-1.39,Niche (-1.4%),Deterrent,Even Across Ranks,42
route-66,B,roadhog,-0.51,1.23,Popular (+1.2%),Neutral,Even Across Ranks,44
route-66,S,shion,3.28,-3.86,Niche (-3.9%),Specialist,Even Across Ranks,20
route-66,A,sierra,1.87,0.71,Standard (+0.7%),Favorable,Better in GM+,28
route-66,B,sigma,-0.74,2.72,Popular (+2.7%),Neutral,Better in GM+,44
route-66,B,sojourn,0.61,-2.41,Niche (-2.4%),Neutral,Even Across Ranks,44
route-66,B,soldier76,-0.69,-1.45,Niche (-1.5%),Neutral,Even Across Ranks,44
route-66,S,sombra,3.56,0.04,Standard (+0.0%),Favorable,Even Across Ranks,42
route-66,C,symmetra,-2.64,-0.62,Standard (-0.6%),Deterrent,Better in GM+,42
route-66,A,torbjorn,2.47,0.47,Standard (+0.5%),Favorable,Even Across Ranks,43
route-66,B,tracer,0.75,-4.04,Niche (-4.0%),Neutral,Better in GM+,44
route-66,B,vendetta,0.62,-0.18,Standard (-0.2%),Neutral,Better in GM+,38
route-66,C,venture,-1.83,-0.04,Standard (-0.0%),Deterrent,Better in GM+,42
route-66,B,widowmaker,-0.06,2.47,Popular (+2.5%),Neutral,Even Across Ranks,44
route-66,D,winston,-3.72,4.13,Map Priority (+4.1%),Trap Pick,Better in Masters,44
route-66,B,wreckingball,1.17,-0.22,Standard (-0.2%),Neutral,Better in Masters,44
route-66,B,wuyang,-0.23,-0.18,Standard (-0.2%),Neutral,Even Across Ranks,44
route-66,B,zarya,-0.54,-1.27,Niche (-1.3%),Neutral,Better in Masters,44
route-66,C,zenyatta,-1.96,0.38,Standard (+0.4%),Unfavorable,Even Across Ranks,43
runasapi,D,ana,-4.83,-10.43,Niche (-10.4%),Deterrent,Even Across Ranks,44
runasapi,A,anran,2.07,0.36,Standard (+0.4%),Favorable,Even Across Ranks,41
runasapi,B,ashe,-0.16,-5.07,Niche (-5.1%),Neutral,Even Across Ranks,43
runasapi,B,baptiste,-1.12,-2.24,Niche (-2.2%),Neutral,Even Across Ranks,42
runasapi,B,bastion,0.54,-0.91,Standard (-0.9%),Neutral,Even Across Ranks,40
runasapi,B,brigitte,-0.07,0.96,Standard (+1.0%),Neutral,Better in Masters,44
runasapi,B,cassidy,-0.18,2.91,Popular (+2.9%),Neutral,Even Across Ranks,44
runasapi,A,dmon,1.74,1.69,Popular (+1.7%),Meta,Better in Masters,8
runasapi,A,domina,1.88,-0.44,Standard (-0.4%),Specialist,Even Across Ranks,43
runasapi,C,doomfist,-1.33,0.19,Standard (+0.2%),Unfavorable,Even Across Ranks,43
runasapi,B,dva,1.08,0.25,Standard (+0.3%),Neutral,Better in GM+,44
runasapi,C,echo,-2.6,-2.5,Niche (-2.5%),Deterrent,Even Across Ranks,43
runasapi,B,emre,0.61,0.98,Standard (+1.0%),Neutral,Even Across Ranks,44
runasapi,D,freja,-5.08,-1.56,Niche (-1.6%),Deterrent,Even Across Ranks,42
runasapi,B,genji,1.12,-1.41,Niche (-1.4%),Neutral,Even Across Ranks,43
runasapi,D,hanzo,-3.84,-3.52,Niche (-3.5%),Deterrent,Better in Masters,42
runasapi,B,hazard,-0.43,0.71,Standard (+0.7%),Neutral,Even Across Ranks,42
runasapi,B,illari,0.39,-1.55,Niche (-1.5%),Neutral,Better in Masters,43
runasapi,B,jetpackcat,0.46,0.48,Standard (+0.5%),Neutral,Better in Masters,44
runasapi,A,junkerqueen,2.27,1.01,Popular (+1.0%),Favorable,Better in GM+,42
runasapi,B,junkrat,-0.7,-1.11,Niche (-1.1%),Neutral,Better in GM+,39
runasapi,A,juno,2.14,3.0,Popular (+3.0%),Meta,Even Across Ranks,43
runasapi,S,kiriko,3.38,8.26,Map Priority (+8.3%),Meta,Better in GM+,44
runasapi,A,lifeweaver,2.89,-0.89,Standard (-0.9%),Specialist,Even Across Ranks,42
runasapi,B,lucio,1.11,3.95,Map Priority (+3.9%),Neutral,Even Across Ranks,43
runasapi,A,mauga,2.24,2.33,Popular (+2.3%),Meta,Better in Masters,42
runasapi,A,mei,2.31,-1.23,Niche (-1.2%),Specialist,Better in GM+,42
runasapi,D,mercy,-3.09,-1.6,Niche (-1.6%),Deterrent,Even Across Ranks,41
runasapi,A,mizuki,2.1,2.22,Popular (+2.2%),Meta,Better in Masters,44
runasapi,C,moira,-1.43,0.82,Standard (+0.8%),Unfavorable,Better in GM+,43
runasapi,B,orisa,-1.15,0.19,Standard (+0.2%),Neutral,Better in GM+,43
runasapi,B,pharah,-0.68,-1.42,Niche (-1.4%),Neutral,Even Across Ranks,40
runasapi,C,ramattra,-2.56,-0.3,Standard (-0.3%),Deterrent,Even Across Ranks,43
runasapi,B,reaper,-0.84,-0.7,Standard (-0.7%),Neutral,Better in Masters,43
runasapi,S,reinhardt,3.87,0.33,Standard (+0.3%),Favorable,Even Across Ranks,43
runasapi,B,roadhog,0.87,0.04,Standard (+0.0%),Neutral,Even Across Ranks,43
runasapi,B,shion,-0.95,7.43,Map Priority (+7.4%),Neutral,Even Across Ranks,20
runasapi,B,sierra,0.24,-0.22,Standard (-0.2%),Neutral,Better in GM+,26
runasapi,D,sigma,-5.09,-3.14,Niche (-3.1%),Deterrent,Even Across Ranks,44
runasapi,B,sojourn,-0.45,3.15,Map Priority (+3.1%),Neutral,Even Across Ranks,44
runasapi,S,soldier76,3.94,6.85,Map Priority (+6.9%),Meta,Even Across Ranks,44
runasapi,B,sombra,1.08,0.46,Standard (+0.5%),Neutral,Even Across Ranks,43
runasapi,C,symmetra,-1.68,-0.78,Standard (-0.8%),Deterrent,Even Across Ranks,40
runasapi,A,torbjorn,1.28,-0.51,Standard (-0.5%),Favorable,Better in Masters,41
runasapi,B,tracer,0.79,7.53,Map Priority (+7.5%),Neutral,Even Across Ranks,44
runasapi,A,vendetta,1.93,0.79,Standard (+0.8%),Favorable,Better in GM+,40
runasapi,A,venture,1.2,-0.01,Standard (-0.0%),Favorable,Better in GM+,43
runasapi,D,widowmaker,-17.53,-3.94,Niche (-3.9%),Deterrent,Even Across Ranks,44
runasapi,B,winston,0.16,-1.83,Niche (-1.8%),Neutral,Even Across Ranks,44
runasapi,A,wreckingball,1.47,1.32,Popular (+1.3%),Favorable,Better in Masters,43
runasapi,B,wuyang,0.95,1.64,Popular (+1.6%),Neutral,Better in GM+,44
runasapi,B,zarya,0.66,0.2,Standard (+0.2%),Neutral,Even Across Ranks,42
runasapi,C,zenyatta,-1.81,-3.44,Niche (-3.4%),Deterrent,Even Across Ranks,44
samoa,C,ana,-2.0,-5.83,Niche (-5.8%),Deterrent,Even Across Ranks,44
samoa,A,anran,2.04,0.77,Standard (+0.8%),Favorable,Better in Masters,43
samoa,B,ashe,-0.37,-4.19,Niche (-4.2%),Neutral,Even Across Ranks,44
samoa,A,baptiste,1.2,-1.07,Niche (-1.1%),Favorable,Even Across Ranks,43
samoa,B,bastion,1.04,-0.42,Standard (-0.4%),Neutral,Even Across Ranks,42
samoa,B,brigitte,-0.5,1.02,Popular (+1.0%),Neutral,Better in GM+,44
samoa,A,cassidy,1.71,6.81,Map Priority (+6.8%),Meta,Even Across Ranks,44
samoa,B,dmon,0.79,1.68,Popular (+1.7%),Neutral,Better in GM+,8
samoa,B,domina,0.17,-0.25,Standard (-0.2%),Neutral,Even Across Ranks,44
samoa,B,doomfist,0.24,0.6,Standard (+0.6%),Neutral,Even Across Ranks,44
samoa,C,dva,-1.72,-1.03,Niche (-1.0%),Deterrent,Even Across Ranks,44
samoa,C,echo,-1.92,-2.22,Niche (-2.2%),Deterrent,Better in GM+,44
samoa,B,emre,0.8,-1.05,Niche (-1.0%),Neutral,Even Across Ranks,44
samoa,C,freja,-2.26,-1.57,Niche (-1.6%),Deterrent,Even Across Ranks,44
samoa,C,genji,-2.64,-1.54,Niche (-1.5%),Deterrent,Even Across Ranks,44
samoa,B,hanzo,0.12,-2.53,Niche (-2.5%),Neutral,Even Across Ranks,43
samoa,B,hazard,1.01,0.44,Standard (+0.4%),Neutral,Better in Masters,44
samoa,B,illari,0.03,-1.97,Niche (-2.0%),Neutral,Even Across Ranks,44
samoa,C,jetpackcat,-2.4,-0.43,Standard (-0.4%),Deterrent,Even Across Ranks,44
samoa,B,junkerqueen,0.55,1.0,Popular (+1.0%),Neutral,Better in Masters,43
samoa,C,junkrat,-2.21,-0.27,Standard (-0.3%),Deterrent,Even Across Ranks,43
samoa,C,juno,-1.59,0.49,Standard (+0.5%),Unfavorable,Even Across Ranks,44
samoa,B,kiriko,0.4,4.07,Map Priority (+4.1%),Neutral,Even Across Ranks,44
samoa,A,lifeweaver,1.96,-0.82,Standard (-0.8%),Specialist,Even Across Ranks,43
samoa,B,lucio,0.32,2.52,Popular (+2.5%),Neutral,Even Across Ranks,44
samoa,B,mauga,0.62,1.32,Popular (+1.3%),Neutral,Better in GM+,42
samoa,B,mei,-0.61,-0.34,Standard (-0.3%),Neutral,Even Across Ranks,43
samoa,B,mercy,-0.65,-1.65,Niche (-1.7%),Neutral,Better in Masters,43
samoa,A,mizuki,1.58,2.24,Popular (+2.2%),Meta,Even Across Ranks,44
samoa,A,moira,2.21,1.61,Popular (+1.6%),Meta,Even Across Ranks,44
samoa,B,orisa,0.23,1.04,Popular (+1.0%),Neutral,Even Across Ranks,44
samoa,C,pharah,-1.61,-0.67,Standard (-0.7%),Deterrent,Even Across Ranks,43
samoa,B,ramattra,0.83,0.32,Standard (+0.3%),Neutral,Better in GM+,42
samoa,C,reaper,-1.3,1.93,Popular (+1.9%),Unfavorable,Even Across Ranks,44
samoa,B,reinhardt,0.34,0.69,Standard (+0.7%),Neutral,Even Across Ranks,44
samoa,S,roadhog,4.56,0.4,Standard (+0.4%),Favorable,Even Across Ranks,44
samoa,B,shion,0.94,4.95,Map Priority (+5.0%),Neutral,Even Across Ranks,20
samoa,B,sierra,-0.22,-0.5,Standard (-0.5%),Neutral,Even Across Ranks,25
samoa,C,sigma,-1.33,-2.89,Niche (-2.9%),Unfavorable,Even Across Ranks,44
samoa,B,sojourn,1.05,1.86,Popular (+1.9%),Neutral,Even Across Ranks,44
samoa,C,soldier76,-1.25,-1.47,Niche (-1.5%),Unfavorable,Even Across Ranks,44
samoa,B,sombra,1.18,-0.01,Standard (-0.0%),Neutral,Better in GM+,44
samoa,A,symmetra,1.89,0.88,Standard (+0.9%),Favorable,Even Across Ranks,43
samoa,A,torbjorn,1.89,-0.08,Standard (-0.1%),Specialist,Even Across Ranks,44
samoa,A,tracer,1.5,6.19,Map Priority (+6.2%),Favorable,Even Across Ranks,44
samoa,C,vendetta,-1.42,-0.04,Standard (-0.0%),Unfavorable,Better in Masters,40
samoa,B,venture,-0.67,0.3,Standard (+0.3%),Neutral,Better in Masters,43
samoa,D,widowmaker,-6.37,-4.69,Niche (-4.7%),Deterrent,Even Across Ranks,37
samoa,D,winston,-3.05,-3.9,Niche (-3.9%),Deterrent,Better in Masters,44
samoa,C,wreckingball,-1.48,0.29,Standard (+0.3%),Unfavorable,Even Across Ranks,43
samoa,A,wuyang,1.61,1.32,Popular (+1.3%),Favorable,Even Across Ranks,44
samoa,B,zarya,0.94,1.51,Popular (+1.5%),Neutral,Even Across Ranks,44
samoa,B,zenyatta,-0.08,-1.9,Niche (-1.9%),Neutral,Even Across Ranks,44
shambali-monastery,C,ana,-2.05,2.86,Popular (+2.9%),Trap Pick,Even Across Ranks,44
shambali-monastery,B,anran,-0.36,0.17,Standard (+0.2%),Neutral,Even Across Ranks,42
shambali-monastery,B,ashe,-0.4,1.68,Popular (+1.7%),Neutral,Even Across Ranks,44
shambali-monastery,A,baptiste,1.67,2.26,Popular (+2.3%),Meta,Better in GM+,44
shambali-monastery,A,bastion,2.13,1.5,Popular (+1.5%),Favorable,Better in Masters,42
shambali-monastery,B,brigitte,-0.47,-2.28,Niche (-2.3%),Neutral,Even Across Ranks,43
shambali-monastery,C,cassidy,-2.78,-3.52,Niche (-3.5%),Deterrent,Even Across Ranks,44
shambali-monastery,D,dmon,-4.08,1.38,Popular (+1.4%),Trap Pick,Better in Masters,8
shambali-monastery,B,domina,-1.18,1.53,Popular (+1.5%),Neutral,Better in Masters,44
shambali-monastery,C,doomfist,-2.32,-1.28,Niche (-1.3%),Deterrent,Better in Masters,44
shambali-monastery,B,dva,0.6,-2.1,Niche (-2.1%),Neutral,Even Across Ranks,43
shambali-monastery,B,echo,0.53,3.82,Map Priority (+3.8%),Neutral,Better in GM+,44
shambali-monastery,B,emre,0.48,2.62,Popular (+2.6%),Neutral,Even Across Ranks,44
shambali-monastery,B,freja,0.88,0.66,Standard (+0.7%),Neutral,Even Across Ranks,43
shambali-monastery,B,genji,-0.17,-0.78,Standard (-0.8%),Neutral,Better in Masters,44
shambali-monastery,B,hanzo,0.37,1.61,Popular (+1.6%),Neutral,Better in Masters,43
shambali-monastery,C,hazard,-1.52,-2.81,Niche (-2.8%),Deterrent,Better in GM+,43
shambali-monastery,B,illari,0.26,2.8,Popular (+2.8%),Neutral,Better in Masters,44
shambali-monastery,B,jetpackcat,0.85,0.01,Standard (+0.0%),Neutral,Better in GM+,44
shambali-monastery,C,junkerqueen,-1.21,-0.45,Standard (-0.4%),Unfavorable,Better in Masters,39
shambali-monastery,A,junkrat,2.94,1.53,Popular (+1.5%),Meta,Even Across Ranks,41
shambali-monastery,B,juno,0.39,-0.0,Standard (-0.0%),Neutral,Even Across Ranks,44
shambali-monastery,B,kiriko,-1.04,-5.85,Niche (-5.9%),Neutral,Even Across Ranks,44
shambali-monastery,C,lifeweaver,-1.88,0.99,Standard (+1.0%),Unfavorable,Better in Masters,42
shambali-monastery,D,lucio,-5.41,-3.57,Niche (-3.6%),Deterrent,Better in Masters,42
shambali-monastery,D,mauga,-3.42,-0.73,Standard (-0.7%),Deterrent,Better in Masters,42
shambali-monastery,S,mei,3.03,1.59,Popular (+1.6%),Meta,Even Across Ranks,43
shambali-monastery,C,mercy,-2.85,0.75,Standard (+0.7%),Unfavorable,Even Across Ranks,41
shambali-monastery,S,mizuki,3.18,-1.08,Niche (-1.1%),Specialist,Even Across Ranks,43
shambali-monastery,B,moira,-0.07,-0.74,Standard (-0.7%),Neutral,Better in Masters,42
shambali-monastery,A,orisa,1.53,1.35,Popular (+1.4%),Favorable,Even Across Ranks,44
shambali-monastery,B,pharah,1.04,1.65,Popular (+1.6%),Neutral,Better in Masters,44
shambali-monastery,S,ramattra,4.42,3.22,Map Priority (+3.2%),Meta,Even Across Ranks,43
shambali-monastery,A,reaper,1.76,-1.26,Niche (-1.3%),Specialist,Better in Masters,43
shambali-monastery,S,reinhardt,5.29,2.02,Popular (+2.0%),Meta,Better in GM+,43
shambali-monastery,B,roadhog,-0.26,-0.79,Standard (-0.8%),Neutral,Better in GM+,42
shambali-monastery,B,shion,0.52,-2.98,Niche (-3.0%),Neutral,Even Across Ranks,20
shambali-monastery,B,sierra,-0.16,0.36,Standard (+0.4%),Neutral,Even Across Ranks,28
shambali-monastery,A,sigma,2.62,6.74,Map Priority (+6.7%),Meta,Even Across Ranks,44
shambali-monastery,B,sojourn,0.18,0.61,Standard (+0.6%),Neutral,Better in GM+,44
shambali-monastery,C,soldier76,-2.72,-2.07,Niche (-2.1%),Deterrent,Even Across Ranks,44
shambali-monastery,A,sombra,2.86,-0.42,Standard (-0.4%),Specialist,Better in Masters,40
shambali-monastery,C,symmetra,-2.1,-0.12,Standard (-0.1%),Deterrent,Even Across Ranks,42
shambali-monastery,C,torbjorn,-2.73,0.1,Standard (+0.1%),Unfavorable,Better in Masters,42
shambali-monastery,C,tracer,-2.28,-7.42,Niche (-7.4%),Deterrent,Better in GM+,44
shambali-monastery,A,vendetta,2.6,-0.08,Standard (-0.1%),Specialist,Even Across Ranks,34
shambali-monastery,A,venture,1.22,0.45,Standard (+0.4%),Favorable,Even Across Ranks,40
shambali-monastery,C,widowmaker,-1.67,0.53,Standard (+0.5%),Unfavorable,Even Across Ranks,42
shambali-monastery,D,winston,-5.63,-5.59,Niche (-5.6%),Deterrent,Even Across Ranks,43
shambali-monastery,B,wreckingball,-0.31,-1.69,Niche (-1.7%),Neutral,Even Across Ranks,43
shambali-monastery,A,wuyang,2.9,2.33,Popular (+2.3%),Meta,Better in GM+,44
shambali-monastery,C,zarya,-1.97,0.87,Standard (+0.9%),Unfavorable,Better in Masters,44
shambali-monastery,C,zenyatta,-1.86,2.18,Popular (+2.2%),Trap Pick,Even Across Ranks,44
suravasa,D,ana,-3.15,-11.31,Niche (-11.3%),Deterrent,Even Across Ranks,44
suravasa,A,anran,1.99,0.73,Standard (+0.7%),Favorable,Even Across Ranks,44
suravasa,B,ashe,-0.76,-5.93,Niche (-5.9%),Neutral,Even Across Ranks,43
suravasa,C,baptiste,-2.15,-2.22,Niche (-2.2%),Deterrent,Even Across Ranks,44
suravasa,B,bastion,-0.18,-1.39,Niche (-1.4%),Neutral,Even Across Ranks,41
suravasa,A,brigitte,2.43,1.39,Popular (+1.4%),Favorable,Even Across Ranks,44
suravasa,B,cassidy,-0.84,4.86,Map Priority (+4.9%),Neutral,Even Across Ranks,44
suravasa,B,dmon,-0.23,0.61,Standard (+0.6%),Neutral,Even Across Ranks,8
suravasa,A,domina,2.06,-0.54,Standard (-0.5%),Specialist,Even Across Ranks,44
suravasa,B,doomfist,0.06,0.78,Standard (+0.8%),Neutral,Even Across Ranks,44
suravasa,D,dva,-3.54,-0.21,Standard (-0.2%),Deterrent,Even Across Ranks,44
